combo,weight
Ah4c2h2s,100
Ah4h2h2s,100
5c5h2c2s,100
5c5h2h2s,100
Ac9c2c2s,69
Ac9h2c2s,69
Ah9h2c2s,69
Ac9c2h2s,69
Ah9c2h2s,69
Ah9h2h2s,69
9c9h2c2s,100
9c9h2h2s,100
JcTc2c2s,100
JhTc2c2s,100
JcTh2c2s,100
JhTh2c2s,100
JcTc2h2s,100
JhTc2h2s,100
JcTh2h2s,100
JhTh2h2s,100
AcTc2c2s,78
AhTc2c2s,78
AcTh2c2s,78
AhTh2c2s,78
AcTc2h2s,78
AhTc2h2s,78
AcTh2h2s,78
AhTh2h2s,78
TcTd2c2s,100
TdTh2c2s,100
TcTd2h2s,100
TdTh2h2s,100
TcTh2c2s,100
TcTh2h2s,100
QcJc2c2s,81
QhJc2c2s,81
QcJh2c2s,81
QhJh2c2s,81
QcJc2h2s,81
QhJc2h2s,81
QcJh2h2s,81
QhJh2h2s,81
KcJc2c2s,59
KhJc2c2s,59
KcJh2c2s,59
KhJh2c2s,59
KcJc2h2s,59
KhJc2h2s,59
KcJh2h2s,59
KhJh2h2s,59
AcJc2c2s,100
AhJc2c2s,100
AcJh2c2s,100
AhJh2c2s,100
AcJc2h2s,100
AhJc2h2s,100
AcJh2h2s,100
AhJh2h2s,100
JcJd2c2s,100
JdJh2c2s,100
JcJd2h2s,100
JdJh2h2s,100
JcJh2c2s,100
JcJh2h2s,100
AcQc2c2s,100
AhQc2c2s,100
AcQh2c2s,100
AhQh2c2s,100
AcQc2h2s,100
AhQc2h2s,100
AcQh2h2s,100
AhQh2h2s,100
QcTd2c2s,100
QhTd2h2s,100
QcQd2c2s,100
QdQh2c2s,100
QcQd2h2s,100
QdQh2h2s,100
QcTh2c2s,100
QhTh2c2s,100
QcTc2h2s,100
QhTc2h2s,100
QcQh2c2s,100
QcQh2h2s,100
Kc5h2c2s,82
Kh5h2c2s,82
Kc5c2h2s,82
Kh5c2h2s,82
KcTh2c2s,100
KhTh2c2s,100
KcTc2h2s,100
KhTc2h2s,100
Ac6h2c2s,100
Ah6h2c2s,100
Ac6c2h2s,100
Ah6c2h2s,100
Ac8h2c2s,100
Ah8h2c2s,100
Ac8c2h2s,100
Ah8c2h2s,100
AcAh2c2s,100
AcAh2h2s,100
Kd4d2c2s,4
Kd4d2h2s,4
JcJd3c2s,100
JdJh3h2s,100
JcJh3c2s,100
JcJh3h2s,100
QcQd3c2s,100
QdQh3h2s,100
QcQh3c2s,100
QcQh3h2s,100
AcKc3c2s,100
AhKc3c2s,100
AcKh3c2s,100
AhKh3c2s,100
AcKc3h2s,100
AhKc3h2s,100
AcKh3h2s,100
AhKh3h2s,100
Ac3c3h2s,100
Ah3c3h2s,100
Ac4h3c2s,100
Ah4h3c2s,100
Ac4c3h2s,100
Ah4c3h2s,100
AcTh3c2s,100
AhTh3c2s,100
AcTc3h2s,100
AhTc3h2s,100
AcJh3c2s,100
AhJh3c2s,100
AcJc3h2s,100
AhJc3h2s,100
AcQh3c2s,100
AhQh3c2s,100
AcQc3h2s,100
AhQc3h2s,100
AcAh3c2s,100
AcAh3h2s,100
3c3d2d2s,100
3d3h2d2s,100
Kd3c2d2s,12
Kd3h2d2s,12
6h5c4c2s,100
6c5h4c2s,100
6h5h4c2s,100
6c5c4h2s,100
6h5c4h2s,100
6c5h4h2s,100
JcJh4c2s,100
JcJh4h2s,100
AcQc4c2s,100
AcQh4c2s,100
AhQh4c2s,100
AcQc4h2s,100
AhQc4h2s,100
AhQh4h2s,100
QcQh4c2s,100
QcQh4h2s,100
Kc5h4c2s,100
Kh5h4c2s,100
Kc5c4h2s,100
Kh5c4h2s,100
Ac6h4c2s,100
